address,namespace,category,blockchain
0x2efe014c76c458b2e88f29351db4de87336fc856,uniswap_v3,liquidity_pool,arbitrum
0x0b70a2653b6e7bf44a3c80683e9bd9b90489f92a,gnosis_safe,multisig,ethereum
0xb6e7871e7fd10b12153a6baaca3ae6eec53d1321,uniswap_v3,liquidity_pool,arbitrum
0x27be856e8b8d24220e53b933e29d46a477858ce7,gnosis_safe,multisig,ethereum
0x8b90ac446d4360332129e92f857a9d536db9d7c2,anyblock_analytics,others,ethereum
0xb9e66eae2b3b8e9fe201dd675f1f6f0f5aa02686,unknown14,others,ethereum
0x97893012fbe4ff00dfb18871e7dd7f6394711150,gnosis_safe,multisig,arbitrum
0x01a9502c11f411b494c62746d37e89d6f7078657,balancer_v2,gauge,ethereum
0xbe3de7fb9aa09b3fa931868fb49d5ba5fee2ebb1,vesta_finance,lending,arbitrum
0xa6b96e60648e11055e82f1b7b226a2aa453a29bb,uniswap_v3,liquidity_pool,polygon
0xd6a68f540a7afc36a93a5d6adf14bc8d18d7c5c7,gearbox,lending,ethereum
0xb140c83796795709b63b958924b17054dc2b8b0b,gnosis_safe,multisig,ethereum
0x5ee5ce2c352884aa7cc5bd6b5a1c1c9053a51c60,proxy,others,ethereum
0x6d855d3292d28c33e303eea52e31b906dd572ca9,others,others,ethereum
0xf9f4263d519d1b5d87ed871ed54328ea47c803cf,uniswap_v3,liquidity_pool,arbitrum
0x86eab3469a94b2cffafa8b6d384504c6c8dbe00f,gnosis_safe,multisig,ethereum
0xfd8aee8fcc10aac1897f8d5271d112810c79e022,pendle,yield,arbitrum
0xf59036caebea7dc4b86638dfa2e3c97da9fccd40,aave_v3,lending,polygon
0x3058b6269968bbd196072dfc0907c7b3baa2a36a,gnosis_safe,multisig,ethereum
0xf525da0b267550e9912968732dccec188dc81b90,district0x,multisig,ethereum
0x47b0d34bc548d5eaae8676086a71f42c1dfbba7c,argent,proxy,ethereum
0x5d22045daceab03b158031ecb7d9d06fad24609b,diversiFi,bridge,ethereum
0x3b899f9a0f2a54a1ca0c6aca96851f0414e97d6e,?jarvis,others,polygon
0xe76ffee8722c21b390eebe71b67d95602f58237f,unsh.eth:LSDVault,staking,ethereum
0x4f2083f5fbede34c2714affb3105539775f7fe64,gnosis_safe,multisig,ethereum
0x5f41fff9d70c734eb012f1a0a322980c1863aba4,gnosis_safe,multisig,ethereum
0x7f9d680b91c82ce9a47bae8ec81ac41533a6c24e,gnosis_safe,multisig,ethereum
0x307111465e4cedd89fa28b9768981b8768a3cabe,instadapp,defi_aggr,ethereum
0xe5bb0e559a74739ea2d8f8be2c3fae45159b0e68,gnosis_safe,multisig,ethereum
0xcd51df5142156bd92e7a9494dd2b9362f5078d64,attestant (bvi) limited,multisig,ethereum
0x02c6d994e13f71dc6d9b367e002a04f78d05a9ad,stakingpool,others,ethereum
0x44e569787ac2789867c775690a10307a3ce21839,unknown5,others,ethereum
0x04f6c85a1b00f6d9b75f91fd23835974cc07e65c,uniswap_v3,liquidity_pool,optimism
0xf0f266f7a481a15607b11d171760d96dcc16e4ed,gnosis_safe,multisig,ethereum
0xb871b4dcea2ffd77d77f13d1bede09868546e23b,gnosis_safe,multisig,ethereum
0x83462a462596ff1b1ba5bf76df4025e01b327f5f,gnosis_safe,multisig,ethereum
0x43c50d3ef219d319a0b4373575d87eda744cd2c4,proxy_multisig,multisig,ethereum
0x26aab17f27cd1c8d06a0ad8e4a1af8b1032171d5,sonne_finance,lending,optimism
0xd037ba33f15d4b50a9a471e5576709aa716a9378,kyber_multisig,multisig,ethereum
0xdab7bf309c630b6fe0206cb46729ecf6b116736d,argent,proxy,ethereum
0xeeb66a6fa8699051155462aeebfcc0e32094a649,proxy,others,ethereum
0x9df182535986c1c9917ff893a75bbaff4906dcc5,unknown,others,ethereum
0x9e240daf92dd0edf903def1ff1dd036ca447aaf7,maker?,lending,ethereum
0x6c7855a6a7a97f746e2b9e24b856a789ae0a67ac,gearbox,lending,ethereum
0x69881012ed610df5be5711edd70b50eb1ed2b8f2,gnosis_safe,multisig,ethereum
0x370404a2a57edfbeaf16dc8ef8e2d1b0a2a9da15,gamma,liquidity_pool,polygon
0x70a613ea53b71abcbd9b32eafb86362a31d5164c,gnosis_safe,multisig,ethereum
0x38c7d58601c0dedae623613671b13d514d1206a0,uniswap_v3,liquidity_pool,arbitrum
0x96d75fd3047a0c960d4f6b71b1176ab6955cf99b,gnosis_safe,multisig,polygon
0x51a80238b5738725128d3a3e06ab41c1d4c05c74,unsh.eth:lsdvault,staking,ethereum
0x0efccbb9e2c09ea29551879bd9da32362b32fc89,gnosis_safe,multisig,ethereum
0x1c9798db3773d30780ff6448e015e7775c1ae75b,gnosis_safe,multisig,ethereum
0xcc03032fbf096f14a2de8809c79d8b584151212b,mai_finance,lending,polygon
0x4d9f9d15101eec665f77210cb999639f760f831e,curve_st_frxETH_f,liquidity_pool,ethereum
0x23d3285bfe4fd42965a821f3aecf084f5bd40ef4,enzyme_finance,defi_aggr,ethereum
0x371889b65337a0992fd5a03494fff2d73359a8f6,gnosis_safe,multisig,ethereum
0xb6804dac8541c585f029f0bbddd6fe1bb2f4b51a,argent,proxy,ethereum
0xb415597e800fb64cc94aae2cef712d4ecccb2e91,gnosis_safe,proxy,optimism
0x34dcd573c5de4672c8248cd12a99f875ca112ad8,idle_v4,others,ethereum
0x0d212ad21be782a3656dda4fa74094ff454af2c7,uniswap_v3,liquidity_pool,polygon
0x1ca861c023b09efa4932d96f1b09de906ebbc4cd,gnosis_safe,multisig,ethereum
0x7b0eff0c991f0aa880481fdfa5624cb0bc9b10e1,lsdx_finance,liquidity_pool,ethereum
0x8137351530f9cd81c87eae9457a6caf9f910f000,gearbox,lending,ethereum
0x062bf725dc4cdf947aa79ca2aaccd4f385b13b5c,alchemix_v2,lending,ethereum
0xedf9e7dd50eac44000d0768de934b5c14962402a,gnosis_safe,multisig,ethereum
0x45050d6661b53f3cc97011c6beb60d8b158e8959,gnosis_safe,multisig,ethereum
0xcd91538b91b4ba7797d39a2f66e63810b50a33d0,arcx,others,ethereum
0x608e1e01ef072c15e5da7235ce793f4d24eca67b,eridian.eth,others,ethereum
0xe134e3fbe36c2d3f7cdd26265dd497f3586b2825,stardy,lending,ethereum
0x78e3984e1ab1c3eb560cbd5b42b635e1cd341bc2,gnosis_safe,multisig,ethereum
0x67959227cd09d25fa4e43baff0dca9e36e028cfc,gnosis_safe,multisig,ethereum
0x22799bd5769cf44b8de4adedcd899f14ea89f20d,argent,proxy,ethereum
0x4622df6fb2d9bee0dcdacf545acdb6a2b2f4f863,uniswap_v3,liquidity_pool,ethereum
0x89eb60faa4af132904748161aada014ecb89b213,?jarvis,others,polygon
0x674bdf20a0f284d710bc40872100128e2d66bd3f,loopring,bridge,ethereum
0x957b39cc8e93243985f505df8b61d83570bfe04f,proxy,others,ethereum
0x623f3dbc761b46f64ae7951700dd7724cb7d6075,balancer_v2,gauge,ethereum
0x63c1cfbbc2b5f1d54636520b9ef484afc3b1f912,gnosis_safe,multisig,ethereum
0x08a152834de126d2ef83d612ff36e4523fd0017f,pendle,yield,arbitrum
0x411ed4bd1918e60db5a1143d23ad7c1781fe9aac,gearbox,lending,ethereum
0x09883a34ed3bd28a25a59f9b8e0f7c605aeb716f,gnosis_safe,multisig,ethereum
0xa8a8c7c4894d2c81d661902ab2daf3d665f3c3ee,argent,proxy,ethereum
0x341c05c0e9b33c0e38d64de76516b2ce970bb3be,index_protocol,yield,ethereum
0x0451b41ec78f80b7c89f7a9d63446a3b31376a67,gnosis_safe,multisig,ethereum
0x44afd57daf3fd5294c5d09465d368cef5ed1f83e,argent,proxy,ethereum
0xad920e4870b3ff09d56261f571955990200b863e,gnosis_safe,multisig,ethereum
0xf397935a5ea8cfbcad18856ebb43a6edce79826c,gnosis_safe,multisig,ethereum
0x6ffd098e92b606b2947b89a08911c00ca06890fa,catinaboxcdp,lending,ethereum
0x4c6bf87b7fc1c8db85877151c6ede38ed27c34f6,metronome,lending,optimism
0x7b50775383d3d6f0215a8f290f2c9e2eebbeceb2,beethoven,liquidity_pool,optimism
0xefd92ea2fbce879b9d097928b70d9b1416853048,gnosis_safe,multisig,ethereum
0x320bb75737cb8542667eff69e9cbfff9bd8969d6,gnosis_safe,multisig,ethereum
0xfb2cb5570cb0e1305d01269cf7e1036c3a601a85,proxy,others,ethereum
0x57ed1ed84461bb2079f8575d06a6fec07f0a13b1,gearbox,lending,ethereum
0xb5b29320d2dde5ba5bafa1ebcd270052070483ec,real_yield,yield,ethereum
0xebfe63ba0264ad639b3c41d2bfe1ad708f683bc8,kyber,liquidity_pool,ethereum
0xd340b57aacdd10f96fc1cf10e15921936f41e29c,uniswap_v3,liquidity_pool,ethereum
0x3e0433cde2c58f5c07d22ed506e72ae8c7a97b34,argent,proxy,ethereum
0x6abfd6139c7c3cc270ee2ce132e309f59caaf6a2,morpho,yield,ethereum
0x78e99ed484605ba66ca9804b0b6fe700242c85bc,gnosis_safe,multisig,ethereum
0xd4578d7c4f1ea95dca09c9b5bb92e1b980a78c86,gnosis_safe,multisig,ethereum
0x91bca6cbc144c2fd843534523eaa5e34686a9b19,gamma,liquidity_pool,polygon
0x0cf9652b7f00b4032e8ea4627cdf792cc37c72d7,gnosis_safe,multisig,ethereum
0x11986f428b22c011082820825ca29b21a3c11295,sipher,multisig,ethereum
0x02944e3fb72aa13095d7cebd8389fc74bec8e48e,gnosis_safe,multisig,arbitrum
0xb577cc8aa76d3607067934fd6477f0a392194a83,gnosis_safe,multisig,ethereum
0xd8cbfb514d0a3d09b8423477e5627bc78589abd4,proxy,others,ethereum
0xfd3cf28e4a3f140fa8efd5e72f8399facb443d05,hedgeysanta,others,ethereum
0x5201f6482eea49c90fe609ed9d8f69328bac8dda,camelot,liquidity_pool,arbitrum
0x95e409e87ac875d595e6de6da6eb37f1bf22f50c,gnosis_safe,multisig,ethereum
0xa2f987a546d4cd1c607ee8141276876c26b72bdf,anchor,lending,ethereum
0x27c115f0d823973743a5046139806adce5e9cfd5,argent,proxy,ethereum
0x2ca76db46b0c42d3abe17b259cb90c693d1b9986,instadapp,defi_aggr,ethereum
0x164819903ba357dce46a4fd514485b9d5dd42e00,uniswap_v2,liquidity_pool,ethereum
0xba12229072b5c36f3a28b8e34c8af913b2a3675b,kyberswap,liquidity_pool,polygon
0x828b154032950c8ff7cf8085d841723db2696056,curve_concentrated_pool,liquidity_pool,ethereum
0x67ff882071a0054f58a387f770cd09e13889de73,gearbox,lending,ethereum
0x8ce9df09496999016a3620b9c992706d7b0b345e,gnosis_safe,multisig,ethereum
0xb45cd57648fcc6eb1f18c5e22d30e19e70117ae9,argent,proxy,ethereum
0x7a2d1950ae28f067f688f7e8298f1443f50c0c18,proxy_multisig,multisig,ethereum
0x120fff50e09b522bdd696bc18edc5cac56af70c4,gnosis_safe,multisig,ethereum
0xa6347afc86abf77bb4c79ef56deb7cf2892566f3,gnosis_safe,multisig,ethereum
0x237a314d53e9aa126b215169eb1283a48953f315,gnosis_safe,multisig,ethereum
0x1bd9f918e38239e8454ee647e552862ec8e6f57d,proxy,others,ethereum
0x56ad039e01863566a91113ff0dc3f9288322d6fd,gearbox,lending,ethereum
0x049f9e332164bc3d46f27ebd8b505b899b49d041,gnosis_safe,multisig,ethereum
0xefd8a0b5e0e01a95fcc15656dad61d5b5436b2b4,agility,liquidity_pool,ethereum
0xfa61d61db727573c9bd8e447122b2350ccef9d61,enzyme_finance,defi_aggr,ethereum
0xe09b7fc43b3de7dba9cf634489d092ff0c99b753,gnosis_safe,multisig,ethereum
0xdd63ae655b388cd782681b7821be37fdb6d0e78d,vesper,yield,optimism
0x3eb01b3391ea15ce752d01cf3d3f09dec596f650,kyber_multisig,multisig,ethereum
0xe7fcb650ed4265680300c52326bc5057730c5ff0,gearbox,lending,ethereum
0x8ef64a3a445bb76cd4a7a49f8aed463a0e6046e7,gnosis_safe,multisig,ethereum
0x9b3c97db5538dd62c4e3f8f41f1277505fbb9e76,gnosis_safe,multisig,ethereum
0x519b70055af55a007110b4ff99b0ea33071c720a,dxDAO,others,ethereum
0xab6375d9d5b45f376e4a458bae39299f3e37c02a,proxy_multisig,multisig,ethereum
0xe8a8b458bcd1ececc6b6b58f80929b29ccecff40,railgun,treasury,ethereum
0xa8bad6ce1937f8e047bca239cff1f2224b899b23,dforce,lending,arbitrum
0x71ea128e53facebf20d927161e0e9c39d4a29713,gearbox,lending,ethereum
0xa0d3707c569ff8c87fa923d3823ec5d81c98be78,instadapp_v2,defi_aggr,ethereum
0x270f6ef8d01e80725e5d32589178b8a041021a45,proxy_multisig,multisig,ethereum
0x6da86bf835124c5b7665d1010da47ab5ae564e34,gnosis_safe,multisig,ethereum
0xe094a22330b1eb7d69bb6342a63c59c07c1a5b4c,gnosis_safe,multisig,ethereum
0x7cb62f8bed0f163e84b85ad5f924dcd82504226b,proxy_multisig,multisig,ethereum
0x43c4fb1cdd45a96395996c10473d7f4e6a7831d3,unknown16,others,ethereum
0x651361a042e0573295dd7f6a84dbd1da56dac9d5,balancer_v2,gauge,ethereum
0xe66cb3a0ccee18ef61c61b99fc943c2b3035036e,gearbox,lending,ethereum
0xc240cb2df5a2ccac50f66d4389570d648566ea7d,gearbox,lending,ethereum
0x25efa336886c74ea8e282ac466bdcd0199f85bb9,gnosis_safe,multisig,ethereum
0x51c2cef9efa48e08557a361b52db34061c025a1b,jpegd:multisig,multisig,ethereum
0xc8122db95bcfb10e87fd326dab1693a1b2c00158,gearbox,lending,ethereum
0xbc6b6c837560d1fe317ebb54e105c89f303d5afd,iron_bank,lending,ethereum
0x24ed6eb99c9aa7229336aaa05b4f3b07827404ea,gearbox,lending,ethereum
0xe93a4d8ede42557acb11fad16fda1edb14bf4ebc,argent,proxy,ethereum
0x7623e9dc0da6ff821ddb9ebaba794054e078f8c4,etherfi,staking,ethereum
0xc45a479877e1e9dfe9fcd4056c699575a1045daa,aave_v3,lending,optimism
0x13c8eb0dcca7117d72731a6f16a32ba96b9f0913,gearbox,lending,ethereum
0xe154df81ab93103bc0544581f925b53c997c7d9c,gnosis_safe,multisig,ethereum
0x3050620423f4db43e1904815e898c466526387b8,gnosis_safe,multisig,ethereum
0x56e974feff7959f2759b8e18c629d88c9d75f64f,instadapp,defi_aggr,ethereum
0x4aa42145aa6ebf72e164c9bbc74fbd3788045016,xdai_bridge,bridge,ethereum
0x9c93f2e2dad5373a0da85115055a362a9181ce6d,uniswap_v3,liquidity_pool,arbitrum
0x4fabff46addbef0d25002a6681ba54c3b973d463,gnosis_safe,multisig,ethereum
0xf938a9ed2fc7e4e03216ca210d8750506d743b5c,argent,proxy,ethereum
0x3f3a4f13a0c1390d018e75032f9e12dbe2b27412,argent,proxy,ethereum
0x53773e034d9784153471813dacaff53dbbb78e8c,ribbon_v2,yield,ethereum
0x513c7e3a9c69ca3e22550ef58ac1c0088e918fff,aave_v3,lending,arbitrum
0x1cad285860f36e1b72e52718755048ad5c458a1f,gearbox,lending,ethereum
0xc7a1fcde0b80c89b9b270cf9c87e9c6753f30d0b,gnosis_safe,multisig,ethereum
0x91d65caf4b9562779e39a30ea492bd4b02a9acbb,proxy_multisig,multisig,ethereum
0x4bfb33d65f4167ebe190145939479227e7bf2cb0,gnosis_safe,multisig,ethereum
0x91636fe0e0df10c8fc0f442957b763548d415ee7,gnosis_safe,multisig,ethereum
0xbc282a7ee8008346d499fddc150f5e9529e40050,argent,proxy,ethereum
0x5937f58c2be65e95b5519f126a79a4ca4f281f10,lsdx_finance,liquidity_pool,ethereum
0x3bdd85f4907b377f4ff107c46ad52bd106768974,unknown17,others,ethereum
0xcda2712b95bf79d64260032fcee623e7a930a6b9,unknown1,others,ethereum
0x0034e8411d397c7377c06995565e61846d9af957,gnosis_safe,multisig,ethereum
0xcae5ff0581228b460256987043d1ad9e570dfb28,gnosis_safe,multisig,ethereum
0x12df0c95d2c549bbbc96cf8fba02ca4bc541afd9,unknown6,others,ethereum
0xf603393a1df6e7d8f0ed2a009832387055437b34,gnosis_safe,multisig,ethereum
0xc32eb36f886f638fffd836df44c124074cfe3584,shell_protocol,others,arbitrum
0x27b04a92e2436ff81f074ceb0996bac8dff42d0d,gnosis_safe,multisig,ethereum
0x1d778d3c6cb658c56be571425f69eff809fdc1eb,gnosis_safe,multisig,ethereum
0xeb7e2f8efac7ab8079837417b65cd927f05f7465,wombat,liquidity_pool,arbitrum
0xfbf3fee8a50886498ff14ca42044f2374759a265,0xwald.eth,others,ethereum
0x1f58673666f29c7780390ad22a3a8f8542332b82,uniswap_v3,liquidity_pool,arbitrum
0x86f30bc33c0dda4dd5f48158ed8023aa371f833d,gnosis_safe,multisig,ethereum
0x96698bc70f11bb14544802346edee4477d6606e5,proxy,others,ethereum
0xa5adc5484f9997fbf7d405b9aa62a7d88883c345,?mean_finance,others,polygon
0x27f0e8beccfa594f4b08c24226ce75c535b900ea,gnosis_safe,multisig,ethereum
0xb67a9bf270fb32a8706cfc826a884f174c18cfe1,proxy_multisig,multisig,ethereum
0xd94631e93a3c0046c433a88d8fc5bec64ea9066c,gearbox,lending,ethereum
0x9f03bfbdf1e026cedb7f606e740a0b3aa16044e8,gnosis_safe,multisig,ethereum
0x79dbb72e18be3aaed8ea7f7f0a0fe7a132c2a047,gnosis_safe,multisig,ethereum
0x22ab31cd55130435b5efbf9224b6a9d5ec36533f,exact.ly,lending,optimism
0xb3dfe140a77ec43006499cb8c2e5e31975cad909,lido_vesting_recipient3,others,ethereum
0x88b9a85cb72b654289d3653321ee8089b087dedc,gnosis_safe,multisig,ethereum
0xc3e925b3614e9714b75a67801edbe4603a54bd3e,gnosis_safe,multisig,ethereum
0x4039e1c58b27298d92e69d5bf215378e4f8544a5,proxy_multisig,multisig,ethereum
0xdaeada3d210d2f45874724beea03c7d4bbd41674,ribbon,yield,ethereum
0xf5bce5077908a1b7370b9ae04adc565ebd643966,sushiSwap,liquidity_pool,ethereum
0x926b92b15385981416a5e0dcb4f8b31733d598cf,mai_finance,lending,optimism
0x7139ce2c735fed1576dee7149ca8f84c6a15462d,gearbox,lending,ethereum
0xd69d7a1031e6e63a162414f9a77278757690c30e,multisigwallet,multisig,ethereum
0x1f629794b34ffb3b29ff206be5478a52678b47ae,oneinch_lp,liquidity_pool,ethereum
0xc5f2cf5c4c874c296281e2a73a2e44c9fba55741,ribbon_v2,yield,ethereum
0xe3bb0b5847789eb0c89772af2d265e4c5bd9ceaf,uniswap_v3,liquidity_pool,optimism
0x7a3569ba5b0d3cd81d17e8eb246505bf0a6cba10,gnosis_safe,multisig,ethereum
0xbba4c8eb57df16c4cfabe4e9a3ab697a3e0c65d8,proxy_multisig,multisig,ethereum
0x5934807cc0654d46755ebd2848840b616256c6ef,opynfinance_v2,yield,ethereum
0x2ebe19aa2e29c8acadb14be3e7de153b0141e2aa,maverick_v1,liquidity_pool,ethereum
0xfb47b2ca7df248d36cf0e4f63bfd0503c25debd4,gnosis_safe,multisig,ethereum
0xc6aae788dd7b178c34bc0eb7eec12760e6528c3c,proxy,others,ethereum
